Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF_O,eFG%_O,TO%_O,Reb%_O,FTR_O,EFF_D,eFG%_D,TO%_D,Reb%_D,FTR_D,G-Sc,+/-,True Advantage,hca,Won/Loss,Score Range,Score,Opp_Score,Spread
2912,11/7/25,N,San Diego,WCC,Idaho St.,H,"L, 71-68",99.6,116.8,63.3,107.4,49.2,15.8,34.3,23.7,112.1,51.8,15.8,40.6,33.3,13.8,-7,1.83,1.83,L,71-68,68,71,-3
2913,11/24/25,N,Arkansas St.,SB,Jacksonville St.,H,"W, 74-63",99.6,92.9,72.8,101.7,49,20.6,21.9,55.8,86.6,40,20.6,30.8,52.7,69,7,4.74,4.74,W,74-63,74,63,11
2915,11/9/25,N,Loyola Chicago,A10,North Texas,N,"L, 64-62",99.6,106.2,65.8,94.3,37.3,19.8,36.4,56.4,97.3,39.6,18.2,35.1,50.9,32.2,-4,0.0,2.62,L,64-62,62,64,-2
2916,11/17/25,N,Loyola Marymount,WCC,UC Santa Barbara,A,"W, 78-74",99.6,96.4,65.7,105.5,52.5,18.9,31,48.3,100.1,43.7,8.1,26.7,23.9,59.3,-3,0.0,2.49,W,78-74,78,74,4
2918,11/29/25,N,Manhattan,MAAC,Army,A,"L, 81-78",99.6,117.3,65.7,105.5,48.5,13.5,22.5,26.2,109.5,56.8,20.3,28.6,9.1,13.1,-3,0.0,2.31,L,81-78,78,81,-3
2924,11/9/25,N,Bowling Green,MAC,Le Moyne,H,"W, 83-60",99.5,92.4,70.4,117.9,50.8,8.5,27,25.8,85.2,47.1,34.1,34.4,23.1,70,5,3.62,3.62,W,83-60,83,60,23
2925,11/19/25,N,Belmont,MVC,Lipscomb,H,"W, 75-68",99.5,88.2,77.8,96.4,50.9,28.3,31.4,54.7,87.4,41,24.4,36,13.9,80,7,3.89,3.89,W,75-68,75,68,7
2926,11/30/25,N,Maine,AE,Siena,N,"L, 64-60",99.5,114.4,60.3,99.6,56.4,18.3,23.3,31.9,106.2,48,16.6,33.3,48,16.7,-8,0.0,1.48,L,64-60,60,64,-4
2928,11/3/25,N,Mercer,SC,Tennessee,A,"L, 76-61",99.5,96.6,70,87.1,34.3,7.1,25.5,31.3,108.5,54.9,27.1,45.7,24.6,58.5,-10,0.0,4.36,L,76-61,61,76,-15
2935,11/21/25,N,Lehigh,Pat,Columbia,H,"L, 82-67",99.4,118.5,68.5,97.8,49.1,13.1,19.5,36.8,119.7,58.3,21.9,50,31.7,11.7,-8,3.42,3.42,L,82-67,67,82,-15
2936,11/11/25,N,Army,Pat,Duke,H,"L, 114-59",99.4,123.1,77,76.6,39.7,22.1,22.2,10.3,148,69.2,13,43.3,44.6,7.9,-16,1.86,1.86,L,114-59,59,114,-55
2937,11/21/25,N,Lafayette,Pat,Stonehill,A,"L, 74-70",99.4,113.9,71.4,98,41.1,16.8,38.1,46.8,103.6,53.3,21,34.3,28.3,17.4,4,0.0,4.13,L,74-70,70,74,-4
2940,11/18/25,N,Old Dominion,SB,Xavier,A,"L, 99-69",99.4,126.6,74.5,92.6,46,18.8,23.7,29,132.9,56.9,12.1,50,33.3,5.8,-15,0.0,4.07,L,99-69,69,99,-30
2943,11/9/25,N,Washington,B10,Baylor,A,"L, 78-69",99.4,92.3,71.5,96.6,43.4,16.8,38.1,22.1,109.2,51.8,12.6,21.2,51.8,70.2,-4,0.0,4.44,L,78-69,69,78,-9
2949,11/5/25,N,Eastern Washington,BSky,Loyola Marymount,A,"L, 70-62",99.2,100,70.4,88,43.3,18.5,18.2,48.1,99.4,50.9,18.5,26.5,37.5,47.7,-1,0.0,3.94,L,70-62,62,70,-8
2950,12/1/25,N,Delaware,CUSA,Iona,H,"L, 89-66",99.2,122.4,69.9,94.4,50.8,17.2,21.6,12.9,127.3,69.8,14.3,8,35.8,8.2,-5,3.9,3.9,L,89-66,66,89,-23
2952,11/30/25,N,Florida Atlantic,Amer,St. Bonaventure,H,"L, 70-65",99.2,105.7,65,99.9,47.5,20,35.9,23.7,107.6,59.6,18.4,14.8,46.8,32.5,-4,3.22,3.22,L,70-65,65,70,-5
2957,11/3/25,N,Holy Cross,Pat,Providence,A,"L, 89-79",99.1,104.2,77.9,101.4,50,16.7,20.9,32.3,114.2,55.6,12.8,22.2,43.5,36.1,-10,0.0,3.25,L,89-79,79,89,-10
2960,11/7/25,N,Pittsburgh,ACC,Longwood,H,"W, 78-60",99.1,96.3,70.1,111.2,54,20,32.4,70,85.5,34.8,10,24.5,20.3,58.1,4,2.7,2.7,W,78-60,78,60,18
2961,11/7/25,N,Northeastern,CAA,Colgate,A,"W, 68-65",99.1,95.5,67.2,101.1,42.4,10.4,27.5,42.4,96.7,44.1,16.4,29.4,27.1,60.4,-1,0.0,2.47,W,68-65,68,65,3
2962,11/28/25,N,Colgate,Pat,Albany,N,"W, 69-67",99,110.7,64.3,107.2,55,14,26.5,15,104.1,55.9,18.6,25.8,5.1,21.6,-2,0.0,3.27,W,69-67,69,67,2
2963,11/21/25,N,Campbell,CAA,UT Arlington,N,"W, 71-67",99,100.8,73.3,96.8,50,23.2,34.4,61.5,91.3,44.3,20.4,30,32.8,44.9,-4,0.0,3.49,W,71-67,71,67,4
2966,11/29/25,N,Army,Pat,Manhattan,H,"W, 81-78",99,107.5,65.7,109.5,56.8,20.3,28.6,9.1,105.5,48.5,13.5,22.5,26.2,28,3,1.86,1.86,W,81-78,81,78,3
2967,11/30/25,N,Lafayette,Pat,Monmouth,H,"L, 88-74",99,131.6,70.6,104.8,50.9,17,21.9,39.3,124.7,67.3,15.6,22.7,63.3,3.7,-12,4.13,4.13,L,88-74,74,88,-14
2968,11/9/25,N,Penn,Ivy,American,A,"L, 84-78",99,110.5,77.1,101.2,51,23.4,22.9,61.5,109,54.8,16.9,27,36.5,22,-3,0.0,2.47,L,84-78,78,84,-6
2970,11/9/25,N,Western Michigan,MAC,Campbell,A,"L, 91-82",99,115.1,80.4,102,47.7,18.7,28.2,40.6,113.2,57.4,18.7,23.5,75.9,15,-6,0.0,3.88,L,91-82,82,91,-9
2971,11/26/25,N,Harvard,Ivy,Boston College,A,"L, 73-60",98.9,118.2,64.8,92.6,45.8,15.4,20.6,10,112.7,54.2,10.8,21.2,16.9,11.3,-8,0.0,2.11,L,73-60,60,73,-13
2972,11/22/25,N,Wichita St.,Amer,Milwaukee,H,"W, 75-58",98.9,93.5,67,112,46.7,11.9,35.9,46.7,86.6,40.7,16.4,26.2,27.1,65.6,1,4.43,4.43,W,75-58,75,58,17
2980,11/25/25,N,Florida St.,ACC,Cal St. Bakersfield,H,"W, 89-59",98.8,84.7,81.1,109.8,50.8,21,38.5,44.6,72.8,39.8,34.5,36.1,48.1,85.6,9,3.85,3.85,W,89-59,89,59,30
2981,11/19/25,N,Chattanooga,SC,South Carolina St.,A,"W, 78-66",98.8,102.8,72.4,107.8,54.1,16.6,30.8,71.4,91.2,36.9,13.8,30,55.7,38.9,7,0.0,3.99,W,78-66,78,66,12
2986,11/7/25,N,Samford,SC,South Carolina St.,H,"W, 82-72",98.8,119.2,72.1,113.8,54.7,13.9,26.5,69.8,99.9,50,18,18.8,31.6,10.3,1,2.83,2.83,W,82-72,82,72,10
2987,11/26/25,N,South Florida,Amer,VCU,N,"L, 78-66",98.8,97.2,72.3,91.2,40.3,12.4,29.5,29.9,107.8,44.4,15.2,38.1,51.6,54.6,-3,0.0,2.79,L,78-66,66,78,-12
2988,11/6/25,N,SMU,ACC,Texas A&M Corpus Chr,H,"W, 69-58",98.8,96.3,68.9,100.1,39,13.1,31,47.5,84.1,34.8,16,30.8,27.3,57.4,2,3.61,3.61,W,69-58,69,58,11
2992,11/3/25,N,Winthrop,BSth,Queens,H,"W, 81-74",98.7,98.4,72.2,112.2,45.2,13.9,39,50,102.5,47.6,23.6,37.8,25.4,50.9,2,3.86,3.86,W,81-74,81,74,7
2993,12/1/25,N,Troy,SB,West Georgia,H,"L, 93-89",98.7,115.8,68.9,103.4,50.7,19.7,31.1,41.4,108,47.1,5.8,30.9,25.3,13.8,0,3.25,3.25,L,93-89,89,93,-4
2994,11/3/25,N,George Mason,A10,Wofford,H,"W, 70-46",98.7,79.5,65.1,107.5,52.7,18.4,26.7,29.1,70.7,36,24.6,25.6,32,92.3,7,3.12,3.12,W,70-46,70,46,24
2995,11/3/25,N,Boston College,ACC,Florida Atlantic,A,"L, 83-78",98.6,96.6,71.2,97.3,49.3,17.5,32.6,35.8,103.6,52.2,15,19.1,37.3,55.8,-2,0.0,3.96,L,83-78,78,83,-5
2997,11/8/25,N,Drexel,CAA,Saint Joseph's,A,"L, 76-65",98.6,106.6,71.5,91,40.6,16.8,36.4,20.3,106.4,43.1,14,29.7,51.7,29.1,0,0.0,3.1,L,76-65,65,76,-11
3001,11/11/25,N,Old Dominion,SB,Norfolk St.,H,"W, 60-57",98.6,105.7,59.6,100.7,45.1,15.1,30,37.3,95.6,41.1,20.1,41.7,23.2,31,1,4.07,4.07,W,60-57,60,57,3
3006,11/12/25,N,Eastern Kentucky,ASun,Vanderbilt,A,"L, 92-62",98.5,105,72.8,85.2,40,19.2,22.7,31.7,126.4,59.4,13.7,37.8,23.2,32.4,-16,0.0,2.64,L,92-62,62,92,-30
3007,11/11/25,N,Florida,SEC,Florida St.,H,"W, 78-76",98.5,92.9,81,96.3,43.8,22.2,37.8,50,93.8,40.4,12.3,16.3,36.8,66.2,1,3.8,3.8,W,78-76,78,76,2
3009,11/3/25,N,Georgetown,BE,Morgan St.,H,"W, 87-70",98.5,106,75.5,115.3,46.2,9.3,35,60,92.8,45.7,21.2,29.7,41.4,30,8,2.92,2.92,W,87-70,87,70,17
3015,11/7/25,N,Washington St.,WCC,Davidson,A,"L, 85-69",98.5,120.5,70,98.6,45.5,22.9,33.3,41.8,121.5,69.4,21.4,18.2,42.9,9,-15,0.0,3.85,L,85-69,69,85,-16
3019,11/28/25,N,South Florida,Amer,Colorado St.,N,"L, 83-68",98.4,105.9,68.7,99,42,13.1,30.4,20.3,120.9,77.6,21.8,14.3,24.5,30.1,-6,0.0,2.79,L,83-68,68,83,-15
3020,11/13/25,N,Lafayette,Pat,Cornell,H,"L, 97-78",98.4,118.5,75.2,103.7,48.4,12,21.4,41.3,129,63.4,14.6,30.6,25.4,10.5,-5,4.13,4.13,L,97-78,78,97,-19
3021,11/14/25,N,Furman,SC,Northern Iowa,A,"L, 70-54",98.4,110.5,64.2,84.2,42.9,20.3,22.2,19.6,109.1,51.9,10.9,21.9,31.5,20.9,-9,0.0,3.75,L,70-54,54,70,-16
3027,11/10/25,N,Xavier,BE,Santa Clara,H,"L, 87-68",98.4,114.3,71.6,95,38.4,18.2,30.2,60.7,121.5,58.6,15.4,37.5,26.6,15.2,-12,5.35,5.35,L,87-68,68,87,-19
3029,11/14/25,N,Coastal Carolina,SB,Jacksonville St.,A,"L, 74-67",98.3,117,67.3,99.6,41.3,13.4,30,25.4,110,50.9,11.9,23.7,40.4,11.9,-7,0.0,2.78,L,74-67,67,74,-7
3030,11/28/25,N,Washington,B10,Colorado,N,"L, 81-68",98.3,108.1,68.7,99,39.1,8.7,31.1,21.7,118,53.7,16,36.7,59.3,25,-9,0.0,4.44,L,81-68,68,81,-13
3035,11/16/25,N,Ohio St.,B10,Notre Dame,H,"W, 64-63",98.3,92.2,66.7,95.9,45,15,12.1,46,94.4,50,19.5,22.6,39.2,67.6,-3,4.25,4.25,W,64-63,64,63,1
3036,11/29/25,N,Pepperdine,WCC,Cal St. Fullerton,A,"L, 83-69",98.3,117.5,70.3,98.1,46,18.5,18.2,52,118,54.2,12.8,33.3,12.7,11.3,-5,0.0,2.57,L,83-69,69,83,-14
3038,11/29/25,N,Northwestern St.,Slnd,Southern,H,"L, 75-73",98.3,116.7,69.2,105.6,53.4,20.2,30.6,25.4,108.5,55.7,20.2,35.3,21.3,12.2,-8,3.01,3.01,L,75-73,73,75,-2
3039,11/7/25,N,Troy,SB,Furman,A,"W, 64-61",98.3,84,68.4,93.5,49.1,20.5,23.5,23.2,89.1,47.3,24.8,28.6,21.4,85.9,7,0.0,3.25,W,64-61,64,61,3
3040,11/19/25,N,Bryant,AE,Virginia Tech,A,"L, 78-61",98.2,101.2,69,88.4,47.1,20.3,12.9,30.8,113,55.2,14.5,35.5,41.4,41.5,-4,0.0,1.21,L,78-61,61,78,-17
3042,11/28/25,N,Gardner Webb,BSth,Southeastern Louisia,N,"L, 76-68",98.2,110.8,71.5,95.1,55.6,29.4,20.7,55.6,106.2,45.5,15.4,30.6,57.1,20,2,0.0,3.08,L,76-68,68,76,-8
3044,11/11/25,N,Lipscomb,ASun,UNC Asheville,A,"L, 69-64",98.2,109.6,64.8,98.8,42.1,15.4,39,23.8,106.5,56.2,23.2,31,50,22,-4,0.0,3.35,L,69-64,64,69,-5
3045,11/24/25,N,Maryland,B10,UNLV,N,"W, 74-67",98.2,91.5,73.2,101.1,50,27.3,40,35.6,91.5,43.3,17.8,25,36.7,69.3,-1,0.0,4.9,W,74-67,74,67,7
3049,11/9/25,N,Brown,Ivy,Vermont,H,"L, 89-84",98.2,103.2,65.1,103.2,53,16,22.2,35.8,109.3,48.6,12.3,25.6,30.6,36.1,4,2.07,2.07,L,89-84,84,89,-5
3053,11/7/25,N,Siena,MAAC,Brown,A,"W, 62-46",98.1,75.2,66.6,93.1,41.2,21,38.5,38.6,69.1,32.8,24,28.6,17.2,95.5,10,0.0,3.17,W,62-46,62,46,16
3058,11/3/25,N,Charleston Southern,BSth,Virginia Tech,A,"L, 98-67",98,110.8,78,85.9,40.1,19.2,29.4,21.1,125.7,52,9,40.9,35.5,19.5,-8,0.0,5.14,L,98-67,67,98,-31
3060,11/23/25,N,Davidson,A10,Utah St.,N,"L, 94-60",98,117.4,70.4,85.3,46.2,27,33.3,32.1,133.6,69.5,19.9,29.2,23.7,11.1,-13,0.0,2.96,L,94-60,60,94,-34
3062,11/15/25,N,Boise St.,MWC,Montana St.,H,"W, 62-58",98,93.8,63.3,97.9,41.2,12.6,20.6,43.1,91.6,44.1,14.2,24.3,18.6,62.5,2,3.59,3.59,W,62-58,62,58,4
3063,11/3/25,N,Northwestern St.,Slnd,Texas A&M,A,"L, 98-68",98,115.9,75.5,90.1,45.7,21.2,27,36.2,129.9,57,15.9,43.6,32.4,12.8,-16,0.0,3.01,L,98-68,68,98,-30
3064,11/12/25,N,Presbyterian,BSth,South Carolina,A,"L, 81-61",98,122.3,64.8,94.1,42.4,15.4,36.8,33.9,124.9,49.1,9.3,36.1,56.1,7.3,-14,0.0,3.07,L,81-61,61,81,-20
3066,11/15/25,N,UC Irvine,BW,Weber St.,H,"W, 79-70",98,89.2,77.7,101.6,47.3,16.7,30.6,67.9,90.1,37.3,16.7,32.7,33.8,74.7,8,3.11,3.11,W,79-70,79,70,9
3067,11/22/25,N,Indiana St.,MVC,Ball St.,H,"W, 70-52",97.9,96.4,64.8,108,52.6,20.1,35.5,15.5,80.2,36.9,20.1,34.1,7.7,54.6,1,4.86,4.86,W,70-52,70,52,18
3068,11/11/25,N,Cincinnati,B12,Dayton,H,"W, 74-62",97.9,73.7,81.2,91.1,56.7,29.6,18.2,82.2,76.4,33.9,16,14,43.5,96.3,9,3.67,3.67,W,74-62,74,62,12
3069,11/3/25,N,Furman,SC,High Point,N,"L, 97-71",97.9,119.4,73.1,97.2,50,30.1,44.1,33.3,132.7,64.5,8.2,25.7,21.7,9.3,-13,0.0,3.75,L,97-71,71,97,-26
3078,11/16/25,N,Valparaiso,MVC,Bryant,H,"W, 68-50",97.8,96.3,62.6,108.7,46.4,11.2,32.5,44.6,79.9,32.3,20.8,39.6,13.8,54.5,3,3.04,3.04,W,68-50,68,50,18
3083,11/22/25,N,UC Santa Barbara,BW,Nevada,A,"L, 77-64",97.8,103.7,68.1,94,47.1,22,26.3,44.2,113.1,53.1,19.1,25.9,62.5,33.7,-8,0.0,3.16,L,77-64,64,77,-13
3084,11/4/25,N,Evansville,MVC,Purdue,A,"L, 82-51",97.7,108,61.8,82.6,35,16.2,41.7,5.7,132.8,58.5,11.3,37.5,27.1,24,-13,0.0,5.09,L,82-51,51,82,-31
3087,11/21/25,N,Hampton,CAA,Norfolk St.,A,"L, 62-60",97.7,107.9,61.8,97.1,50,19.4,29,28.8,100.3,49,14.6,27.8,42.3,24.1,-2,0.0,1.47,L,62-60,60,62,-2
3089,11/18/25,N,Navy,Pat,North Carolina,A,"L, 73-61",97.7,95.2,70,87.1,34.8,8.6,26.5,23.2,104.2,50,18.6,26.5,39.3,57.3,-9,0.0,2.91,L,73-61,61,73,-12
3101,11/21/25,N,San Diego,WCC,UC Riverside,H,"L, 85-71",97.6,130.3,68,104.5,46.7,16.2,36.1,31.1,125.1,61.8,16.2,34.5,45.5,3.5,-10,1.83,1.83,L,85-71,71,85,-14
3103,11/9/25,N,Cornell,Ivy,Illinois St.,A,"L, 76-65",97.5,96,72.5,89.6,40,15.2,23.3,40,104.8,53.6,19.3,30.8,60,54.4,-4,0.0,2.64,L,76-65,65,76,-11
3105,11/7/25,N,Gardner Webb,BSth,Clemson,A,"L, 97-59",97.5,122.5,69.9,84.4,44.7,22.9,17.6,55.3,138.7,54.5,4.3,46.3,26,6.7,-18,0.0,3.08,L,97-59,59,97,-38
3106,11/16/25,N,Hampton,CAA,Holy Cross,N,"L, 67-61",97.5,118.1,59.1,103.2,41.7,18.6,42.9,31.5,113.4,57.8,20.3,19,33.3,10,0,0.0,1.47,L,67-61,61,67,-6
3107,11/8/25,N,Lafayette,Pat,Texas,A,"L, 97-60",97.5,121.7,68.9,87.1,44.5,21.8,27,30.9,140.7,59.5,13.1,51.6,46,7.2,-15,0.0,4.13,L,97-60,60,97,-37
3108,11/24/25,N,Radford,BSth,SMU,A,"L, 89-72",97.5,102.6,77.9,92.5,41.3,14.1,21.3,26.1,114.3,54.2,20.5,35.1,54.2,35.8,-11,0.0,2.33,L,89-72,72,89,-17
3112,11/30/25,N,Fresno St.,MWC,Cal St. Bakersfield,H,"L, 76-71",97.4,112.2,71.2,99.7,43.1,22.5,44.2,29.2,106.7,46.5,14,22.6,42.1,16.4,4,4.49,4.49,L,76-71,71,76,-5
3117,11/15/25,N,Illinois Chicago,MVC,Chicago St.,A,"W, 67-63",97.3,107.2,63.5,105.6,46,22.1,43.3,56,99.3,45.5,17.3,34.3,28.6,24.6,-2,0.0,4.13,W,67-63,67,63,4
3118,11/27/25,N,UNLV,MWC,Rutgers,N,"L, 80-65",97.3,114,69.3,93.7,43.7,11.5,24.4,25.4,115.4,45.6,14.4,37.8,63.2,13.8,-3,0.0,3.59,L,80-65,65,80,-15
3120,11/19/25,N,La Salle,A10,Villanova,H,"L, 70-55",97.3,109,59.5,92.5,46.1,26.9,39.4,25.5,117.7,59.3,21.9,46.4,18.5,21.4,-10,3.34,3.34,L,70-55,55,70,-15
3121,11/3/25,N,Delaware,CUSA,Bucknell,A,"L, 78-70",97.2,118.8,71.1,98.5,46.1,16.9,28.6,28.1,109.7,53.2,18.3,35.3,22.6,9,-6,0.0,3.9,L,78-70,70,78,-8
3125,11/3/25,N,Lehigh,Pat,Houston,A,"L, 75-57",97.2,98.2,68.2,83.6,41.2,22,24.3,45.1,110,48.4,19.1,41.7,32.8,47.1,-14,0.0,3.42,L,75-57,57,75,-18
3126,11/13/25,N,Seton Hall,BE,Monmouth,H,"W, 70-58",97.2,94.2,66.8,104.8,39.5,12,37.2,43.5,86.8,43,29.9,30,62.8,58.8,1,3.03,3.03,W,70-58,70,58,12
3128,11/18/25,N,Lehigh,Pat,Saint Francis,H,"W, 79-62",97.2,97.9,73.3,107.8,54.4,20.5,32.4,45.6,84.6,44.9,24.6,27.8,22,48,8,3.42,3.42,W,79-62,79,62,17
3134,11/21/25,N,Canisius,MAAC,Maryland Eastern Sho,H,"W, 60-57",97.1,109.9,58.2,103,54.1,18.9,27.6,20.4,97.9,46.2,20.6,32.4,22.6,19.4,3,3.04,3.04,W,60-57,60,57,3
3135,12/1/25,C,McNeese St.,Slnd,Incarnate Word,A,"L, 71-67",97.1,103.8,65.5,102.3,52.9,19.8,28,26.9,108.4,54,24.4,40.7,48,31.7,-5,0.0,3.24,L,71-67,67,71,-4
3137,11/21/25,N,Texas Tech,B12,Purdue,N,"L, 86-56",97.1,107.7,66.4,84.4,40,13.6,21.4,23.3,129.5,65.5,16.6,38.5,25.9,23.4,-14,0.0,4.39,L,86-56,56,86,-30
3140,11/22/25,N,Niagara,MAAC,Howard,N,"L, 80-70",97,110.2,75.6,92.6,50,29.1,31,58,105.8,50,19.8,32.4,86,18.8,4,0.0,3.16,L,80-70,70,80,-10
3142,11/24/25,N,Mississippi St.,SEC,New Orleans,H,"W, 81-78",97,105,68.8,104.6,50.8,18.1,34.1,44.6,100.7,44.9,19.4,35.7,24.6,28.7,-4,3.1,3.1,W,81-78,81,78,3
3143,11/18/25,N,Drexel,CAA,NJIT,H,"W, 75-43",97,79.6,69.8,107.5,48.2,14.3,32.4,60.7,61.6,26,22.9,22.2,46.2,90.7,10,3.1,3.1,W,75-43,75,43,32
3144,11/6/25,N,North Florida,ASun,Florida,A,"L, 104-64",97,112.7,79.9,80.1,36.9,20,16.7,36.1,130.2,53.1,17.5,63,34.6,15.1,-17,0.0,2.87,L,104-64,64,104,-40
3145,11/21/25,N,Drexel,CAA,Penn,H,"L, 84-68",97,128,67.2,101.2,47.7,13.4,32.6,26.6,125,57.4,16.4,36.7,51.9,3.9,-8,3.1,3.1,L,84-68,68,84,-16
3149,11/26/25,N,Denver,Sum,Wyoming,A,"L, 101-59",96.9,125.9,70.4,83.8,36.9,17,32.6,36.1,143.4,63.6,12.8,46.9,36.4,4.7,-11,0.0,7.03,L,101-59,59,101,-42
3150,11/12/25,N,James Madison,SB,Longwood,A,"L, 82-72",96.9,123.5,70,102.9,53.4,15.7,19.4,32.8,117.2,41.1,10,35,75,5.8,-8,0.0,3.0,L,82-72,72,82,-10
3155,11/24/25,N,Fairleigh Dickinson,NEC,East Texas A&M,H,"L, 70-65",96.8,109.7,66.9,97.1,56,29.9,36.7,32,104.6,54.2,19.4,27,15,19.1,5,0.32,0.32,L,70-65,65,70,-5
3158,11/3/25,N,Northwestern,B10,Mercyhurst,H,"W, 70-47",96.8,80.2,67.6,103.5,41.3,17.7,39.5,73.1,69.5,30.8,16.3,20.9,21.7,89.8,10,2.72,2.72,W,70-47,70,47,23
3162,11/22/25,N,Portland,WCC,Northern Colorado,H,"L, 86-80",96.8,105.3,71.6,99.3,47.9,17.4,30,22.5,106.7,52.2,13.7,17.1,26.9,27.6,-3,3.76,3.76,L,86-80,80,86,-6
3164,11/3/25,N,Rider,MAAC,Virginia,A,"L, 87-53",96.8,110.7,64,82.9,35.7,21.9,32.5,59.2,136,53.1,9.4,53.7,53.1,17.6,-11,0.0,2.33,L,87-53,53,87,-34
3166,11/11/25,N,Nebraska,B10,Maryland Eastern Sho,H,"W, 69-50",96.7,84.3,66.9,103.1,44.3,10.5,28.9,29.5,74.7,37.1,23.9,25.6,15.5,82.9,12,5.75,5.75,W,69-50,69,50,19
3167,11/29/25,N,Navy,Pat,Southeastern Louisia,N,"L, 69-65",96.7,118.6,64.7,100.4,46.9,18.5,23.5,57.1,106.6,63.3,26.3,25,33.3,8.7,-7,0.0,2.91,L,69-65,65,69,-4
3169,11/10/25,N,Eastern Michigan,MAC,Pittsburgh,A,"L, 78-66",96.6,108.3,69.5,95,40.7,14.4,25.6,35.6,112.3,55,11.5,25.7,38.3,21.1,-11,0.0,4.52,L,78-66,66,78,-12
3170,11/25/25,N,North Texas,Amer,Eastern Washington,H,"W, 79-71",96.6,99,65,108,49.2,16.4,31.7,50,97.1,44.4,20.5,35.9,30.2,43,2,2.99,2.99,W,79-71,79,71,8
3171,11/15/25,N,Jacksonville,ASun,VMI,A,"W, 69-67",96.6,103,66.5,103.8,58.2,28.6,38.7,18.2,100.8,52.7,22.6,30,20,32.2,3,0.0,4.04,W,69-67,69,67,2
3174,11/4/25,N,West Virginia,B12,Mount St. Mary's,H,"W, 70-54",96.6,90.8,67.3,104,49,13.4,16.7,72.9,80.2,44.6,29.7,25.8,41.3,67.2,5,4.43,4.43,W,70-54,70,54,16
3178,11/18/25,N,Rider,MAAC,Texas,A,"L, 99-65",96.6,114.6,74.8,86.8,39.5,16,21.4,29,132.3,64.2,8,17.6,56.7,12.3,-14,0.0,2.33,L,99-65,65,99,-34
3180,11/20/25,N,Colgate,Pat,Cornell,A,"L, 95-94",96.5,95.2,73.4,102.5,51.2,14.2,23.8,15.9,103.6,52.2,19.6,20,44.1,53.9,0,0.0,3.27,L,95-94,94,95,-1
3182,11/19/25,N,Stetson,ASun,Howard,H,"W, 64-60",96.5,91.6,68.5,93.5,47.8,23.4,16.1,62.2,87.7,37.5,14.6,30.4,25,64.5,10,4.43,4.43,W,64-60,64,60,4
3183,11/28/25,N,Siena,MAAC,Longwood,N,"W, 70-63",96.5,99.7,67.5,103.7,58.2,19.3,17.2,44.9,93.3,47.2,28.1,35.3,30.2,40.7,3,0.0,3.17,W,70-63,70,63,7
3189,11/6/25,N,Boston College,ACC,The Citadel,H,"W, 76-47",96.5,85.1,65.9,115.3,47.6,6.1,33.3,45.2,71.3,34.9,18.2,19.5,37.7,81.1,9,3.96,3.96,W,76-47,76,47,29
3191,11/20/25,N,Utah,B12,Cal Poly,H,"L, 92-85",96.4,115.7,83.6,101.7,53.2,19.1,15.8,34.9,110.1,61.7,22.7,27.8,51.7,10.9,-7,5.02,5.02,L,92-85,85,92,-7
3194,11/6/25,N,Xavier,BE,Le Moyne,H,"W, 74-69",96.4,101.2,68.7,107.8,53.4,16,26.3,27.1,100.5,60.8,26.2,19.2,23.5,36.2,4,5.35,5.35,W,74-69,74,69,5
3195,11/16/25,N,Maine,AE,Quinnipiac,H,"L, 70-64",96.4,99.4,69.8,91.6,44.6,15.7,23.7,37.5,100.2,38.9,17.2,43.9,49.2,41.5,2,1.48,1.48,L,70-64,64,70,-6
3199,11/17/25,N,Arizona St.,B12,Georgia St.,H,"W, 75-62",96.3,105.9,71.1,105.5,50,14.1,28.6,29,87.2,44.5,25.3,25,29.1,25.3,-1,4.01,4.01,W,75-62,75,62,13
3200,11/8/25,N,Stony Brook,CAA,Maine,H,"W, 71-60",96.3,104.3,69.9,101.6,45.2,11.4,24.4,37.1,85.8,44.1,15.7,13.5,49,28.4,6,2.08,2.08,W,71-60,71,60,11
3206,11/16/25,N,Western Carolina,SC,Stetson,H,"W, 76-65",96.3,98.8,73.1,103.9,59.6,24.6,22.6,19.3,88.9,40,13.7,24.4,29.2,42.7,8,3.44,3.44,W,76-65,76,65,11
3209,11/18/25,N,Santa Clara,WCC,Idaho St.,H,"W, 64-55",96.2,86.6,64,100,37.9,12.5,43.2,30.3,85.9,45.7,25,22.6,39.1,77.1,5,2.3,2.3,W,64-55,64,55,9
3211,11/20/25,N,Central Michigan,MAC,Northern Kentucky,H,"L, 90-66",96.2,134.7,68.4,96.5,51.9,27.8,38.7,34,131.7,63.3,16.1,39.4,20.3,2,-11,3.4,3.4,L,90-66,66,90,-24
3212,11/11/25,N,Coastal Carolina,SB,Winthrop,H,"W, 72-66",96.2,84.8,71.5,100.8,56.6,23.8,29,39.6,92.4,44.9,11.2,14.3,39,81,7,2.78,2.78,W,72-66,72,66,6
3213,11/19/25,N,Alabama St.,SWAC,Air Force,A,"L, 66-64",96.1,106.7,66.5,96.3,44.5,16.5,18.2,34.5,99.3,60.7,25.6,25,54.8,23.2,2,0.0,2.56,L,66-64,64,66,-2
3215,11/18/25,N,Boston College,ACC,Hampton,H,"W, 63-52",96.1,81,64.8,97.2,43.8,15.4,31.4,33.9,80.2,38.3,21.6,35.7,23.3,87.7,12,3.96,3.96,W,63-52,63,52,11
