Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
#,Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-,Unnamed: 24_level_1
404,404,11/8/25,N,Monmouth,CAA,La Salle,A,"L, 73-60",95,106.7,66.2,90.7,47.1,24.2,32.4,32.7,110.3,41.9,18.1,45.5,45.2,20.9,-3,
405,405,11/4/25,N,Evansville,MVC,Purdue,A,"L, 82-51",94.8,109.3,61.8,82.6,35,16.2,41.7,5.7,132.8,58.5,11.3,37.5,27.1,16.3,-13,
406,406,11/6/25,N,South Alabama,SB,Alcorn St.,H,"W, 76-70",94.7,109.1,72,105.5,56.6,20.8,28.6,50.9,97.2,55.5,25,23.3,20,16.4,-3,
407,407,11/5/25,N,Eastern Washington,BSky,Loyola Marymount,A,"L, 70-62",94.6,94.3,70.4,88,43.3,18.5,18.2,48.1,99.4,50.9,18.5,26.5,37.5,50.9,-1,
408,408,11/3/25,N,New Haven,NEC,Connecticut,A,"L, 79-55",94.6,100.8,66.6,82.6,47.1,16.5,11.8,26.9,118.7,55.4,18,32.3,35.7,32.6,-11,
409,409,11/3/25,N,North Dakota,Sum,Alabama,A,"L, 91-62",94.6,106.4,74,83.8,42.7,13.5,16.7,27.4,123.1,60.3,20.3,36.7,46.6,20.4,-15,
410,410,11/7/25,N,Cincinnati,B12,Georgia St.,H,"W, 74-64",94.5,92.8,75.5,98.1,46,21.2,34.1,41.9,84.8,42.1,22.5,23.5,31.6,55.3,6,
411,411,11/3/25,N,Northwestern,B10,Mercyhurst,H,"W, 70-47",94.4,78.6,67.6,103.5,41.3,17.7,39.5,73.1,69.5,30.8,16.3,20.9,21.7,89.2,10,
412,412,11/3/25,N,Marquette,BE,Albany,H,"W, 80-53",94.3,79.2,76.6,104.5,45.7,18.3,38.5,67.2,69.2,32.1,30,38.8,20.9,88.1,9,
413,413,11/3/25,N,George Washington,A10,Maine,H,"W, 67-47",94.3,82.5,66.9,100.2,47.5,23.9,47.1,28.8,70.3,36.3,22.4,14.3,23.5,82.3,6,
414,414,11/3/25,N,Florida A&M,SWAC,South Florida,A,"L, 102-67",94.2,110.8,80.2,83.6,41.5,26.2,27.5,44.1,127.2,54.8,18.7,48.6,64.5,13.4,-10,
415,415,11/4/25,N,Southern Utah,WAC,Arizona St.,A,"L, 81-64",94.1,105.1,72.7,88.1,40,22,36.4,11.4,111.5,56.8,19.3,31.4,33.9,21.9,-10,
416,416,11/8/25,N,FIU,CUSA,Nebraska,A,"L, 96-66",94,112.5,76.8,85.9,43.7,26,38.6,8.5,125,67.9,19.5,28.1,11.9,11.3,-17,
417,417,11/3/25,N,Utah Tech,WAC,South Dakota,A,"W, 81-79",94,96.8,73.2,98.3,50,18.2,27.9,17.8,95.9,39.4,17,31.8,53,41.6,2,
418,418,11/7/25,N,Boston University,Pat,Northwestern,A,"L, 76-52",93.9,120.8,60.2,86.3,40.5,23.2,37.5,12.1,126.1,57.5,8.3,33.3,21.7,5.2,-16,
419,419,11/4/25,N,Valparaiso,MVC,Eastern Illinois,H,"W, 66-63",93.8,96.6,70.2,94.1,40.9,20,34,63.6,89.8,41.3,28.5,31.2,67.4,41.4,5,
420,420,11/7/25,N,Mount St. Mary's,MAAC,Bucknell,H,"L, 73-62",93.6,118.1,65.4,94.8,43.1,22.9,33.3,49,111.6,50,6.1,23.1,39.7,6.5,-4,
421,421,11/4/25,N,Oral Roberts,Sum,Oklahoma St.,A,"L, 95-71",93.5,97.5,85.3,83.2,40.6,18.7,22.9,31.9,111.3,50,17.6,36.6,41.7,38,-7,
422,422,11/4/25,N,UNC Asheville,BSth,Wichita St.,A,"L, 75-58",93.5,103.6,67.7,85.7,44.6,23.7,30.6,23.2,110.9,48.5,20.7,51.2,22.1,23.5,-3,
423,423,11/6/25,N,Texas A&M Corpus Chr,Slnd,SMU,A,"L, 69-58",93.4,89,68.9,84.1,34.8,16,30.8,27.3,100.1,39,13.1,31,47.5,63.6,-2,
424,424,11/6/25,N,North Dakota,Sum,UC Riverside,H,"L, 74-70",93.4,113.4,70.6,99.1,49.2,14.2,24.4,40.7,104.8,60.5,26.9,17.4,62.8,9.6,-5,
425,425,11/3/25,N,Coastal Carolina,SB,Western Michigan,A,"L, 76-71",93.3,99.6,75.6,94,48.4,17.2,22,32.8,100.6,48,19.9,16.1,70,31.9,1,
426,426,11/7/25,N,Louisiana Monroe,SB,Mississippi,A,"L, 86-65",93.3,107.1,74.1,87.7,46.6,20.2,20,28.8,116,58.3,17.5,28.9,19.7,17,-15,
427,427,11/7/25,N,Tennessee Tech,OVC,Charlotte,A,"L, 70-65",92.8,109,65.7,99,56.4,25.9,32.3,53.2,106.6,59.6,28.9,37,42.6,13.5,-10,
428,428,11/7/25,N,Eastern Illinois,OVC,Nicholls St.,H,"W, 65-57",92.5,89.9,69.8,93.1,41.3,22.9,32.4,55.8,81.7,32.8,15.8,32.6,44.3,58.1,5,
429,429,11/5/25,N,USC Upstate,BSth,Fresno St.,A,"W, 67-66",92.5,96,70.8,94.7,56,31.1,30,34,93.3,41.1,17,32.6,35.5,39.6,-4,
430,430,11/3/25,N,Western Michigan,MAC,Coastal Carolina,H,"W, 76-71",92.4,98.5,75.6,100.6,48,19.9,16.1,70,94,48.4,17.2,22,32.8,32.6,-1,
431,431,11/3/25,N,West Georgia,ASun,Nebraska,A,"L, 86-53",92.4,101.4,70.5,75.2,32.3,17,26.1,20,121.9,54.7,12.8,37.5,39.1,25.5,-4,
432,432,11/6/25,N,Saint Francis,NEC,TCU,A,"L, 104-63",92.3,121.3,77.6,81.2,46,20.6,13.2,9.5,134.1,61.5,19.3,46.9,43.1,4.1,-17,
433,433,11/7/25,N,VMI,SC,Southern Indiana,A,"W, 78-74",92.3,99.2,78.3,99.7,44.4,12.8,27.7,31,94.6,41.2,14.1,30,23,30.5,-3,
434,434,11/7/25,N,Southern Indiana,OVC,VMI,H,"L, 78-74",92.2,103.8,78.3,94.6,41.2,14.1,30,23,99.7,44.4,12.8,27.7,31,20.4,3,
435,435,11/3/25,N,Tennessee Tech,OVC,Western Kentucky,A,"L, 82-70",92,107.2,76.2,91.9,52.5,24.9,25.6,19.7,107.7,43.5,14.4,33.3,56.5,14.6,-9,
436,436,11/7/25,N,DePaul,BE,Stonehill,H,"W, 72-64",91.9,89,75.9,94.9,41.1,9.2,20,56.5,84.3,48.2,21.1,16.2,26.3,58.9,8,
437,437,11/5/25,N,Loyola Marymount,WCC,Eastern Washington,H,"W, 70-62",91.8,90.6,70.4,99.4,50.9,18.5,26.5,37.5,88,43.3,18.5,18.2,48.1,53.6,1,
438,438,11/7/25,N,Valparaiso,MVC,Kentucky,A,"L, 107-59",91.7,125.4,74.9,78.7,34.3,13.3,23.5,29.9,142.8,62.5,8,33.3,38.2,2.6,-26,
439,439,11/3/25,N,Chicago St.,NEC,DePaul,A,"L, 92-62",91.6,117.4,72.8,85.2,41.1,22,28.9,41.1,126.4,56.7,17.9,41,58.3,5.5,-17,
440,440,11/8/25,N,Florida A&M,SWAC,Kennesaw St.,H,"L, 92-72",91.6,111.3,80.5,89.5,35.8,14.9,30.2,49.3,114.3,64.3,17.4,14.8,50,9.7,-8,
441,441,11/7/25,N,Arkansas St.,SB,Stephen F. Austin,A,"L, 90-65",91.5,124.5,73.8,88,36.1,19,25,61.1,121.9,57.1,19,48.7,27.1,2.8,-15,
442,442,11/7/25,N,Hofstra,CAA,Iona,A,"L, 81-73",91.4,111.9,74.7,97.7,50,20.1,36.8,28.6,108.5,52.5,20.1,30.6,45,8.9,-15,
443,443,11/3/25,N,South Dakota,Sum,Utah Tech,H,"L, 81-79",91.1,104.3,73.2,95.9,39.4,17,31.8,53,98.3,50,18.2,27.9,17.8,17.4,-2,
444,444,11/3/25,N,Cal Poly,BW,USC,A,"L, 94-64",90.9,97.1,82.8,77.2,39.6,26.6,35.4,16.7,113.5,53.2,16.9,36.1,63.5,32,-9,
445,445,11/4/25,N,Mount St. Mary's,MAAC,West Virginia,A,"L, 70-54",90.9,95.2,67.3,80.2,44.6,29.7,25.8,41.3,104,49,13.4,16.7,72.9,36.9,-5,
446,446,11/4/25,N,Lindenwood,OVC,Texas Tech,A,"L, 98-60",90.7,108.6,76.6,78.3,35.2,18.3,23.4,42.6,127.9,50.6,9.1,41.8,28,11.3,-14,
447,447,11/8/25,N,Fairfield,MAAC,NJIT,A,"W, 74-53",90.6,81.9,75,98.6,43.9,21.3,39.1,36.4,70.6,37.5,21.3,16.3,20,76.3,5,
448,448,11/4/25,N,Fordham,A10,NJIT,H,"L, 72-61",90.5,122,64.7,94.3,37.3,12.4,40.4,26.9,111.3,57.6,17,25.7,13.6,3.1,-4,
449,449,11/3/25,N,Saint Peter's,MAAC,Seton Hall,A,"L, 77-50",90.5,119.7,60.3,83,33.3,24.9,38.5,43.1,127.7,52.2,13.3,39.3,80,3.8,-11,
450,450,11/5/25,N,Rider,MAAC,Rutgers,A,"L, 81-53",90.4,112.6,66.6,79.6,29.2,21,43.8,27.7,121.6,46.9,10.5,44.4,51.6,7.4,-9,
451,451,11/7/25,N,Alabama St.,SWAC,Florida St.,A,"L, 101-64",90.3,117.8,78.3,81.7,40.8,21.7,28.9,29.2,128.9,59.5,19.1,43.6,18.9,4.5,-16,
452,452,11/3/25,N,Loyola MD,Pat,Towson,N,"L, 67-56",90.2,100.7,65.2,85.9,38,16.9,17.6,50,102.7,46.5,15.3,34.3,31.6,22.1,-3,
453,453,11/3/25,N,Lipscomb,ASun,Vanderbilt,A,"L, 105-61",89.9,119,74.8,81.6,35.7,24.1,23.7,39.3,140.4,68.4,8,24.2,25,3.8,-24,
454,454,11/8/25,N,Binghamton,AE,Niagara,H,"L, 67-59",89.9,112.9,63.8,92.5,40.2,14.1,29.7,35.7,105,46.6,12.5,28.2,28.8,6.8,0,
455,455,11/8/25,N,Towson,CAA,Houston,A,"L, 65-48",89.9,87.8,65,73.9,41.8,27.7,28.1,28.6,100,48.4,18.5,31.6,11.3,56.7,-8,
456,456,11/3/25,N,Cal St. Bakersfield,BW,California,A,"L, 87-60",89.4,109.2,73.1,82.1,38.7,23.3,30.6,56.6,119.1,58.5,19.2,40,42.4,9.2,-11,
457,457,11/7/25,N,Mississippi Valley S,SWAC,Murray St.,A,"L, 108-60",89.2,127.2,77.4,77.5,35,29.7,35.7,35,139.5,57.6,6.5,41.3,31.6,1.6,-14,
458,458,11/3/25,N,Niagara,MAAC,Duquesne,A,"L, 83-63",89.2,113.4,71,88.7,43.8,22.5,19.4,56.2,116.9,66.4,23.9,26.9,23.6,6,-16,
459,459,11/3/25,N,Western Carolina,SC,Cincinnati,A,"L, 94-63",89.2,110.4,80,78.8,43,27.5,32.6,21.9,117.6,62.7,18.8,23.3,50.8,7.9,-19,
460,460,11/6/25,N,Loyola Chicago,A10,Mercyhurst,H,"L, 73-65",88.9,119.6,67.5,96.4,45.3,20.8,27,43.4,108.2,52.8,17.8,31,38.9,3.2,-7,
461,461,11/3/25,N,Stetson,ASun,Rhode Island,A,"L, 93-62",88.8,121.4,73.9,83.9,45.5,27.1,27.5,40,125.8,58.7,18.9,48.4,38.1,2.7,-13,
462,462,11/5/25,N,Fresno St.,MWC,USC Upstate,H,"L, 67-66",88.6,101.3,70.8,93.3,41.1,17,32.6,35.5,94.7,56,31.1,30,34,17.8,4,
463,463,11/7/25,N,Morehead St.,OVC,Wake Forest,A,"L, 81-65",88.1,94.7,79.7,81.6,40.5,23.9,26.8,27,101.7,45,23.9,50,42.9,30.4,-8,
464,464,11/7/25,N,Maryland,B10,Georgetown,H,"L, 70-60",88,98.9,69.2,86.8,28.8,18.8,28.6,71.2,101.2,44.3,15.9,28.2,58.5,20.5,-10,
465,465,11/3/25,N,Massachusetts,MAC,Marshall,H,"L, 78-72",87.8,99.6,81.6,88.3,46.4,24.5,25,65.5,95.6,57.1,31.9,35.7,33.9,19,-5,
466,466,11/7/25,N,Stonehill,NEC,DePaul,A,"L, 72-64",87.7,90.6,75.9,84.3,48.2,21.1,16.2,26.3,94.9,41.1,9.2,20,56.5,40.8,-8,
467,467,11/7/25,N,Furman,SC,Troy,H,"L, 64-61",87.6,97.8,68.4,89.1,47.3,24.8,28.6,21.4,93.5,49.1,20.5,23.5,23.2,22.1,-7,
468,468,11/4/25,N,Louisiana Tech,CUSA,Nevada,A,"L, 77-50",87.5,119.8,62.7,79.8,39,20.7,22.2,34,122.8,50,16,48.6,50,2.6,-13,
469,469,11/3/25,N,Jackson St.,SWAC,Illinois,A,"L, 113-55",87.4,124.3,75.5,72.8,36.3,14.6,9.1,22.6,149.6,66.4,15.9,58.3,32.9,1.7,-28,
470,470,11/3/25,N,TCU,B12,New Orleans,H,"L, 78-74",86.8,112.6,75.2,98.4,41,13.3,30.8,38.8,103.7,55.3,25.3,42.9,33.3,4.8,-12,
471,471,11/6/25,N,Cal St. Northridge,BW,Northern Iowa,A,"L, 86-57",86.7,112.2,71.8,79.3,38.5,27.8,28.9,44.2,119.7,61.9,13.9,18.2,15.9,4.9,-13,
472,472,11/4/25,N,Nicholls St.,Slnd,Kentucky,A,"L, 77-51",86.7,95,70,72.9,34,15.7,12.2,41.5,110.1,52.4,18.6,37.5,35.5,25.8,-11,
473,473,11/7/25,N,UTSA,Amer,SIU Edwardsville,H,"L, 77-60",86.6,107.3,72.7,82.6,33.1,12.4,31.5,29.6,106,53.4,19.3,33.3,44.8,7.8,-3,
474,474,11/8/25,N,Western Carolina,SC,Duke,A,"L, 95-54",86.3,105.2,76.5,70.6,33.3,18.3,28.3,15.3,124.3,54.7,13.1,32.5,51.6,9.3,-19,
475,475,11/4/25,N,Eastern Illinois,OVC,Valparaiso,A,"L, 66-63",86.1,100.4,70.2,89.8,41.3,28.5,31.2,67.4,94.1,40.9,20,34,63.6,14.6,-5,
476,476,11/8/25,N,UT Arlington,WAC,New Mexico,A,"L, 74-56",86.1,100.2,72.1,77.7,38.2,31.9,40,47.1,102.6,45.6,16.6,27.3,47.4,14.9,-10,
477,477,11/3/25,N,Canisius,MAAC,Dayton,A,"L, 88-48",85.9,127.7,63.4,75.8,43,30,33.3,22,138.9,58.8,6.3,35.5,80.4,1,-18,
478,478,11/4/25,N,Hawaii,BW,Oregon,A,"L, 60-59",85.8,74.5,75.7,78,36.2,23.8,33.3,29.2,79.3,37.9,27.7,39.5,44.8,83.5,-3,
479,479,11/7/25,N,UC Irvine,BW,Cal Baptist,H,"L, 69-61",85.6,96.7,71.5,85.3,38.7,14,23.4,37.1,96.5,44.7,23.8,47.5,22.7,19.8,-3,
480,480,11/3/25,N,Fairleigh Dickinson,NEC,Iowa St.,A,"L, 88-50",84.8,110.7,70.7,70.7,38.5,25.5,20,32.7,124.5,61.2,12.7,26.5,13.4,4.5,-19,
481,481,11/6/25,N,Arkansas Pine Bluff,SWAC,Portland,A,"L, 83-74",84.7,105.1,82.5,89.7,43.9,23,23.7,47.4,100.6,49.2,23,22.9,54.2,7.8,-10,
482,482,11/3/25,N,Gardner Webb,BSth,Minnesota,A,"L, 87-60",84.1,117.2,72,83.3,38.6,19.4,25,47.4,120.8,60.9,19.4,37.5,54.5,2.1,-24,
483,483,11/5/25,N,Southern Indiana,OVC,Butler,A,"L, 88-58",83.7,109.4,74.9,77.4,35.4,16,20.4,26.2,117.5,52.3,17.4,40.5,44.6,4.4,-16,
484,484,11/7/25,N,Southeastern Louisia,Slnd,Louisiana,A,"L, 58-52",83.4,104.3,58.2,89.3,37.8,18.9,30.8,68.9,99.6,58,20.6,16,27.3,7.1,-9,
485,485,11/3/25,N,Maryland Eastern Sho,MEAC,Georgia Tech,A,"L, 56-52",83.2,76.7,62.1,74.4,41.1,27.2,26.3,19.6,80.1,39.2,18.6,27.9,30,71.9,0,
486,486,11/3/25,N,Presbyterian,BSth,Navy,H,"L, 76-55",82.9,120,64.4,85.4,41.8,23.3,29.4,44.9,118,54.5,12.4,32.3,43.6,1.4,-12,
487,487,11/8/25,N,New Haven,NEC,Penn St.,H,"L, 87-43",82.9,128.8,62.2,69.1,42.2,30.5,20,17.8,139.9,61.5,9.6,40,26.2,0.6,-12,
488,488,11/4/25,N,Oregon,B10,Hawaii,H,"W, 60-59",82.4,75.9,75.7,79.3,37.9,27.7,39.5,44.8,78,36.2,23.8,33.3,29.2,71.9,3,
489,489,11/7/25,N,Nicholls St.,Slnd,Eastern Illinois,A,"L, 65-57",82.1,99.5,69.8,81.7,32.8,15.8,32.6,44.3,93.1,41.3,22.9,32.4,55.8,9.9,-5,
490,490,11/3/25,N,Central Arkansas,ASun,North Carolina,A,"L, 94-54",82,108.9,75.4,71.7,37.5,22.6,23.3,14.1,124.7,58.5,15.9,37.5,33.8,3.7,-21,
491,491,11/5/25,N,Alabama A&M,SWAC,Indiana,A,"L, 98-51",81.3,123.2,70.3,72.5,38.7,15.6,7.7,35.8,139.4,70.7,15.6,27.3,27.6,0.8,-25,
492,492,11/3/25,N,Albany,AE,Marquette,A,"L, 80-53",80.5,93.9,76.6,69.2,32.1,30,38.8,20.9,104.5,45.7,18.3,38.5,67.2,14.6,-9,
493,493,11/3/25,N,Wofford,SC,George Mason,A,"L, 70-46",80.3,99.5,65.1,70.7,36,24.6,25.6,32,107.5,52.7,18.4,26.7,29.1,7.8,-7,
494,494,11/3/25,N,Texas Southern,SWAC,Gonzaga,A,"L, 98-43",80.2,107.5,72.5,59.3,28,23.4,24.5,28.8,135.1,58.7,17.9,55.9,30.4,3.4,-12,
495,495,11/6/25,N,The Citadel,SC,Boston College,A,"L, 76-47",80.1,104.2,65.9,71.3,34.9,18.2,19.5,37.7,115.3,47.6,6.1,33.3,45.2,4.6,-9,
496,496,11/5/25,N,Coppin St.,MEAC,La Salle,A,"L, 87-59",79.4,119.7,73.6,80.2,38.6,21.7,17.5,31.6,118.2,56.6,19,34.4,66,0.9,-20,
497,497,11/3/25,N,Mercyhurst,NEC,Northwestern,A,"L, 70-47",78.9,96.3,67.6,69.5,30.8,16.3,20.9,21.7,103.5,41.3,17.7,39.5,73.1,9.2,-10,
498,498,11/3/25,N,Arkansas Pine Bluff,SWAC,Washington,A,"L, 94-50",78.8,108.5,73.2,68.3,31.3,21.9,30.8,17.9,128.4,57.4,19.1,51.5,54.1,2.5,-16,
499,499,11/3/25,N,Maine,AE,George Washington,A,"L, 67-47",78.7,87.8,66.9,70.3,36.3,22.4,14.3,23.5,100.2,47.5,23.9,47.1,28.8,22.1,-6,
500,500,11/8/25,N,Alcorn St.,SWAC,Minnesota,A,"L, 95-50",78.5,125.4,69.8,71.6,36.6,22.9,24.4,26.8,136,52.5,17.2,57.6,61.7,0.5,-24,
501,501,11/4/25,N,Long Beach St.,BW,San Diego St.,A,"L, 77-45",78.4,95.8,71.2,63.2,36.4,29.5,31.6,8.5,108.1,52.5,21.1,34.3,31.7,9.1,-9,
502,502,11/3/25,N,Texas St.,SB,Bowling Green,A,"L, 83-48",77.8,109.9,70.5,68.1,41.7,25.5,14.3,13,117.8,62.1,17,25,27.6,1.9,-8,
503,503,11/3/25,N,Binghamton,AE,Syracuse,A,"L, 85-47",77,106.6,69,68.1,34.4,31.9,20.6,48.9,123.1,56.1,7.2,33.3,24.2,2.3,-16,
504,504,11/5/25,N,East Texas A&M,Slnd,New Mexico,A,"L, 76-54",76,97.8,77.1,70.1,37.9,27.2,26.2,17.7,98.6,49.2,19.5,30,36.5,5.2,-15,
505,505,11/6/25,N,Central Connecticut,NEC,Quinnipiac,A,"L, 71-49",75.1,102.8,69,71,30.8,13,27.9,21.5,102.9,46.5,7.2,26.3,9.9,2.6,-9,
506,506,11/8/25,N,Air Force,MWC,Austin Peay,H,"L, 74-54",74.6,106.4,71.6,75.4,44.2,30.7,37.5,46.2,103.4,54.8,23.7,27.8,55.8,1.6,-,
Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results,Link to these results
