Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF_O,eFG%_O,TO%_O,Reb%_O,FTR_O,EFF_D,eFG%_D,TO%_D,Reb%_D,FTR_D,G-Sc,+/-,True Advantage,hca,Won/Loss,Score Range,Score,Opp_Score,Spread
1317,11/20/23,N,California,P12,UTEP,N,"L, 75-72",112.8,118.2,68.5,105.2,55.3,30.7,44,55.3,109.5,42.5,19,44.4,69.8,36.9,-3,0.0,2.49,L,75-72,72,75,-3
1319,11/20/23,N,Central Arkansas,ASun,Southeast Missouri S,A,"L, 70-68",92,110.3,71.7,94.8,45,12.6,21.6,36.7,97.6,50,19.5,24.2,37.5,11,3,0.0,3.61,L,70-68,68,70,-2
1321,11/20/23,N,Central Michigan,MAC,Siena,N,"W, 70-56",104.3,103.3,63,111.1,53.7,17.5,31,27.8,88.9,51,33.3,40.7,12,52.6,9,0.0,3.4,W,70-56,70,56,14
1322,11/20/23,N,Siena,MAAC,Central Michigan,N,"L, 70-56",90.1,122.6,63,88.9,51,33.3,40.7,12,111.1,53.7,17.5,31,27.8,2.8,-9,0.0,3.17,L,70-56,56,70,-14
1323,11/20/23,N,Bethune Cookman,SWAC,Charleston Southern,H,"W, 79-73",118.6,123.5,66,119.7,52.5,15.2,48.5,34.4,110.6,60,25.8,31,38,38.6,7,2.32,2.32,W,79-73,79,73,6
1324,11/20/23,N,Charleston Southern,BSth,Bethune Cookman,A,"L, 79-73",106.5,130.6,66,110.6,60,25.8,31,38,119.7,52.5,15.2,48.5,34.4,8.7,-7,0.0,5.14,L,79-73,73,79,-6
1325,11/20/23,N,Charlotte,Amer,UCF,N,"L, 74-71",105.7,95.6,67.1,94,45.5,13.2,19,24.2,98,41,18.5,37.8,35.8,76,1,0.0,3.9,L,74-71,71,74,-3
1326,11/20/23,N,UCF,B12,Charlotte,N,"W, 74-71",99.7,92.6,67.1,98,41,18.5,37.8,35.8,94,45.5,13.2,19,24.2,70,-1,0.0,3.45,W,74-71,74,71,3
1327,11/20/23,N,Colorado,P12,Richmond,N,"W, 64-59",112.4,94.7,61.5,104,45.7,19.5,34.5,53.2,95.9,50,21.1,24.1,21.6,87.8,3,0.0,5.23,W,64-59,64,59,5
1328,11/20/23,N,Richmond,A10,Colorado,N,"L, 64-59",102.7,92.5,61.5,95.9,50,21.1,24.1,21.6,104,45.7,19.5,34.5,53.2,76.8,-3,0.0,3.58,L,64-59,59,64,-5
1329,11/20/23,N,Connecticut,BE,Texas,N,"W, 81-71",136.7,95.5,65.9,123,53.3,9.1,33.3,29.5,107.8,49.2,9.1,19.4,21,98.4,9,0.0,3.86,W,81-71,81,71,10
1330,11/20/23,N,Texas,B12,Connecticut,N,"L, 81-71",122.1,103.1,65.9,107.8,49.2,9.1,19.4,21,123,53.3,9.1,33.3,29.5,87.4,-9,0.0,5.44,L,81-71,71,81,-10
1331,11/20/23,N,Cornell,Ivy,Utah Valley,N,"W, 74-61",113.7,97,68.1,108.6,50.8,19.1,36.1,28.3,89.5,42.2,11.7,23.3,20.3,86.1,6,0.0,2.64,W,74-61,74,61,13
1335,11/20/23,N,Drake,MVC,Stephen F. Austin,N,"L, 92-68",107.6,132.3,69.5,97.8,45.4,18.7,27.8,46.3,132.3,75.9,24.5,30.4,24.1,8.5,-5,0.0,4.45,L,92-68,68,92,-24
1338,11/20/23,N,Marshall,SB,FIU,N,"W, 80-69",104.4,95.5,74.6,107.3,56.7,25.5,29.6,42.3,92.5,45.7,21.5,34.9,17.4,73.5,10,0.0,4.89,W,80-69,80,69,11
1339,11/20/23,N,Florida Gulf Coast,ASun,Norfolk St.,N,"L, 69-66",103.8,119.8,60.5,109.2,52.9,28.1,54.8,34.6,114.1,44.4,11.6,36.1,48.1,16,-5,0.0,4.07,L,69-66,66,69,-3
1341,11/20/23,N,Florida St.,ACC,UNLV,N,"W, 83-75",126.4,98.6,70,118.6,67.6,21.4,19,35.3,107.2,58.8,20,23.3,47.1,94.6,9,0.0,3.85,W,83-75,83,75,8
1342,11/20/23,N,UNLV,MWC,Florida St.,N,"L, 83-75",109.7,115.2,70,107.2,58.8,20,23.3,47.1,118.6,67.6,21.4,19,35.3,36.2,-9,0.0,3.59,L,83-75,75,83,-8
1343,11/20/23,N,Fordham,A10,Kent St.,N,"L, 79-72",94.4,99.8,77.6,92.8,44,27.1,39.5,60.3,101.8,49,25.8,37.9,68.6,34.5,-1,0.0,3.09,L,79-72,72,79,-7
1345,11/20/23,N,George Mason,A10,South Dakota St.,N,"W, 73-71",113.4,108.2,64.2,113.7,54.2,17.1,33.3,16.9,110.5,55,9.3,19.4,20,63.2,0,0.0,3.12,W,73-71,73,71,2
1346,11/20/23,N,South Dakota St.,Sum,George Mason,N,"L, 73-71",116.4,109.5,64.2,110.5,55,9.3,19.4,20,113.7,54.2,17.1,33.3,16.9,66.8,0,0.0,5.5,L,73-71,71,73,-2
1347,11/20/23,N,East Carolina,Amer,Georgia Southern,H,"W, 82-64",109.3,95.5,68.8,119.1,68,21.8,28,40,93,51,23.2,12.9,25,82.5,10,3.3,3.3,W,82-64,82,64,18
1348,11/20/23,N,Georgia Southern,SB,East Carolina,A,"L, 82-64",94.7,117.5,68.8,93,51,23.2,12.9,25,119.1,68,21.8,28,40,7.7,-10,0.0,3.64,L,82-64,64,82,-18
1349,11/20/23,N,Gonzaga,WCC,Purdue,N,"L, 73-63",100.4,80.2,73.2,86.1,42,19.1,30.2,11.6,99.7,50,17.8,24.2,26.7,93,0,0.0,5.17,L,73-63,63,73,-10
1350,11/20/23,N,Purdue,B10,Gonzaga,N,"W, 73-63",102,76.8,73.2,99.7,50,17.8,24.2,26.7,86.1,42,19.1,30.2,11.6,96.3,0,0.0,4.54,W,73-63,73,63,10
1353,11/20/23,N,Hampton,CAA,San Jose St.,N,"L, 71-52",82.3,105.3,64.7,80.3,42.9,34,35.7,20.4,109.7,55.9,15.4,30.6,20.3,5.6,-4,0.0,1.47,L,71-52,52,71,-19
1354,11/20/23,N,San Jose St.,MWC,Hampton,N,"W, 71-52",99,94.5,64.7,109.7,55.9,15.4,30.6,20.3,80.3,42.9,34,35.7,20.4,63.2,4,0.0,3.99,W,71-52,71,52,19
1355,11/20/23,N,High Point,BSth,Iona,N,"W, 82-68",125,103.5,65.6,125,57.1,16.8,34.5,61.2,103.6,45.7,12.2,23.7,36.2,89.8,13,0.0,4.6,W,82-68,82,68,14
1356,11/20/23,N,Iona,MAAC,High Point,N,"L, 82-68",96.5,118.1,65.6,103.6,45.7,12.2,23.7,36.2,125,57.1,16.8,34.5,61.2,8.9,-13,0.0,2.55,L,82-68,68,82,-14
1357,11/20/23,N,Bryant,AE,Howard,H,"W, 67-61",91.8,87,69.1,97,51.8,10.1,9.1,28.6,88.3,37.1,13,28.6,30.3,64.9,8,1.21,1.21,W,67-61,67,61,6
1358,11/20/23,N,Howard,MEAC,Bryant,A,"L, 67-61",90.2,104.1,69.1,88.3,37.1,13,28.6,30.3,97,51.8,10.1,9.1,28.6,16.1,-8,0.0,4.13,L,67-61,61,67,-6
1360,11/20/23,N,The Citadel,SC,Idaho St.,N,"W, 62-61",95.9,106.6,60.4,102.6,51.1,21.5,23.1,40,100.9,51.9,16.5,18.5,13.5,23,-6,0.0,2.42,W,62-61,62,61,1
1362,11/20/23,N,Long Beach St.,BW,Illinois St.,N,"L, 61-52",71.7,90.3,71.1,73.1,38.5,29.5,40.9,7.7,85.8,42.1,25.3,34.8,47.4,6.6,-8,0.0,3.57,L,61-52,52,61,-9
1363,11/20/23,N,Indiana,B10,Louisville,N,"W, 74-66",97.9,93.1,73,101.4,46.2,15.1,20.6,64.2,90.5,40.2,15.1,20,51.8,64.2,2,0.0,4.42,W,74-66,74,66,8
1364,11/20/23,N,Louisville,ACC,Indiana,N,"L, 74-66",97.4,95.3,73,90.5,40.2,15.1,20,51.8,101.4,46.2,15.1,20.6,64.2,56.2,-2,0.0,3.64,L,74-66,66,74,-8
1366,11/20/23,N,Northeastern,CAA,Kennesaw St.,N,"L, 79-77",93.8,103.4,77.1,99.9,52.1,28.5,32.1,70.8,102.4,48.5,19.5,33.3,25.4,24.5,0,0.0,2.47,L,79-77,77,79,-2
1369,11/20/23,N,Loyola Marymount,WCC,Oakland,N,"L, 74-69",106.4,115.9,63.5,108.6,48.1,14.2,25.7,43.4,116.5,50.8,12.6,31.4,25.4,27.3,-7,0.0,2.49,L,74-69,69,74,-5
1370,11/20/23,N,Oakland,Horz,Loyola Marymount,N,"W, 74-69",115,102.8,63.5,116.5,50.8,12.6,31.4,25.4,108.6,48.1,14.2,25.7,43.4,78.3,7,0.0,2.53,W,74-69,74,69,5
1371,11/20/23,N,Marquette,BE,UCLA,N,"W, 71-69",113,103.6,66,107.5,55.5,10.6,18.8,32.7,104.5,52,21.2,20,40.8,73,-2,0.0,4.68,W,71-69,71,69,2
1372,11/20/23,N,UCLA,P12,Marquette,N,"L, 71-69",117.9,94.2,66,104.5,52,21.2,20,40.8,107.5,55.5,10.6,18.8,32.7,92.9,2,0.0,4.03,L,71-69,69,71,-2
1374,11/20/23,N,Stetson,ASun,Milwaukee,N,"W, 85-67",120.4,104.4,65,130.8,63.3,18.5,40.7,15,103.1,42.9,10.8,37.5,17.1,83.7,8,0.0,4.43,W,85-67,85,67,18
1376,11/20/23,N,Santa Clara,WCC,Mississippi Valley S,H,"W, 81-39",107.7,86.3,63.4,127.7,52.2,9.5,42.1,22.4,61.5,28,17.3,27.9,16.9,92.7,15,2.3,2.3,W,81-39,81,39,42
1378,11/20/23,N,Morehead St.,OVC,Bellarmine,A,"W, 64-51",103,97.2,57.2,111.8,50,14,40,11.9,89.1,39.4,14,22.2,25,65.9,2,0.0,4.43,W,64-51,64,51,13
1379,11/20/23,N,Murray St.,MVC,UNC Wilmington,N,"L, 83-81",109.8,105.8,64.5,111.6,52.2,9.6,26.8,23.5,114.4,53,9.6,21.6,27.3,60.6,2,0.0,1.44,L,83-81,81,83,-2
1381,11/20/23,N,Navy,Pat,San Diego,A,"L, 67-59",89.6,99.7,68,86.8,35.4,17.7,39.1,29.2,98.6,47.1,23.5,32.3,45.1,22.5,-1,0.0,2.91,L,67-59,59,67,-8
1382,11/20/23,N,San Diego,WCC,Navy,H,"W, 67-59",90,99.6,68,98.6,47.1,23.5,32.3,45.1,86.8,35.4,17.7,39.1,29.2,23.7,1,1.83,1.83,W,67-59,67,59,8
1384,11/20/23,N,Oklahoma St.,B12,New Orleans,H,"W, 96-68",114.2,110,72.4,132.6,66.1,16.6,40.6,38.7,93.9,45.5,16.6,17.6,43.6,60.6,6,6.52,6.52,W,96-68,96,68,28
1385,11/20/23,N,Campbell,CAA,North Carolina Centr,H,"L, 78-75",93.3,106.7,66.2,100.7,53.8,20.1,25,54.7,104.8,50,20.1,37.2,21.7,17.5,-1,3.49,3.49,L,78-75,75,78,-3
1388,11/20/23,N,Pacific,WCC,North Dakota,H,"L, 73-71",97.6,105.3,69.8,101.7,57.3,17.2,16,23.6,104.6,51.8,14.3,23.3,38.6,29.5,1,2.84,2.84,L,73-71,71,73,-2
1390,11/20/23,N,Oregon,P12,Florida A&M,A,"W, 67-54",100.6,99.8,63.1,106.1,52.3,12.7,15.6,83.7,85.5,41.5,15.8,17.1,24.5,52.3,4,0.0,3.26,W,67-54,67,54,13
1391,11/20/23,N,Rider,MAAC,Stony Brook,A,"L, 55-48",67.6,78.7,69.8,68.7,35.8,20,16.7,15,78.8,34.9,15.8,17.9,45.3,14.9,-7,0.0,2.33,L,55-48,48,55,-7
1392,11/20/23,N,Stony Brook,CAA,Rider,H,"W, 55-48",78.3,70.1,69.8,78.8,34.9,15.8,17.9,45.3,68.7,35.8,20,16.7,15,77.9,7,2.08,2.08,W,55-48,55,48,7
1393,11/20/23,N,Kentucky,SEC,Saint Joseph's,H,"W, 96-88",121.2,107.4,71.3,119.6,60.9,11.2,17.6,42.2,109.6,52.7,17.4,31.1,16,80.1,3,3.43,3.43,W,96-88,96,88,8
1396,11/20/23,N,Troy,SB,Sam Houston St.,H,"L, 88-86",108.8,105.7,73.1,104.5,55.2,29.2,41,63.8,107,49.2,23.1,46.7,66.7,58.2,6,3.25,3.25,L,88-86,86,88,-2
1397,11/20/23,N,SMU,Amer,West Virginia,N,"W, 70-58",101.6,91.2,65.4,107,55,12.2,18.8,10,88.7,41.7,22.9,32.5,38.9,77.6,-1,0.0,3.61,W,70-58,70,58,12
1398,11/20/23,N,West Virginia,B12,SMU,N,"L, 70-58",98.9,95.6,65.4,88.7,41.7,22.9,32.5,38.9,107,55,12.2,18.8,10,59.7,1,0.0,4.43,L,70-58,58,70,-12
1400,11/20/23,N,Tulsa,Amer,South Carolina St.,H,"W, 90-70",105.5,90.4,82.9,108.5,48.3,20.5,32.6,75,84.4,44.8,24.1,34.1,29.9,85.5,15,3.92,3.92,W,90-70,90,70,20
1401,11/20/23,N,Bucknell,Pat,Southern Indiana,H,"W, 67-56",82.7,92.2,71.5,93.7,47.9,21,16.1,57.4,78.3,40.4,19.6,14.3,26.3,22.3,-2,3.3,3.3,W,67-56,67,56,11
1405,11/20/23,N,Syracuse,ACC,Tennessee,N,"L, 73-56",90.8,82.7,76.4,73.3,40,19.6,14.6,28.3,95.5,44.2,20.9,32.5,45,74.4,-3,0.0,2.28,L,73-56,56,73,-17
1406,11/20/23,N,Tennessee,SEC,Syracuse,N,"W, 73-56",95.1,73.1,76.4,95.5,44.2,20.9,32.5,45,73.3,40,19.6,14.6,28.3,95.4,3,0.0,4.74,W,73-56,73,56,17
1411,11/20/23,N,Virginia,ACC,Wisconsin,N,"L, 65-41",85.3,101.3,54.6,75.1,37,14.7,9.7,15.2,119.1,46.8,16.5,52.6,12.9,12.2,-9,0.0,3.59,L,65-41,41,65,-24
1412,11/20/23,N,Wisconsin,B10,Virginia,N,"W, 65-41",130.3,81.3,54.6,119.1,46.8,16.5,52.6,12.9,75.1,37,14.7,9.7,15.2,99.6,9,0.0,3.01,W,65-41,65,41,24
1413,11/21/23,N,Akron,MAC,Drake,N,"L, 79-59",103.1,110.4,63.3,93.2,49,19,18.2,43.8,124.8,64.4,15.8,25,26.9,31.3,-6,0.0,3.62,L,79-59,59,79,-20
1414,11/21/23,N,Drake,MVC,Akron,N,"W, 79-59",124.3,98.1,63.3,124.8,64.4,15.8,25,26.9,93.2,49,19,18.2,43.8,93.8,6,0.0,4.45,W,79-59,79,59,20
1416,11/21/23,N,Auburn,SEC,Alabama A&M,H,"W, 84-54",114.2,82.1,72.6,115.7,52.7,17.9,38.2,65.5,74.4,36,19.3,14.6,29.8,97.8,23,3.32,3.32,W,84-54,84,54,30
1418,11/21/23,N,TCU,B12,Alcorn St.,H,"W, 93-74",103.9,91.7,80.7,115.2,53.5,18.6,25,68.4,91.7,47.6,22.3,31,36.5,80.7,13,3.65,3.65,W,93-74,93,74,19
1421,11/21/23,N,Arkansas Pine Bluff,SWAC,Minnesota,A,"L, 86-67",94.8,106.1,73.8,90.8,43.1,19,20.5,36.2,116.6,52.9,20.3,45.2,26.1,21.4,-11,0.0,2.52,L,86-67,67,86,-19
1422,11/21/23,N,Minnesota,B10,Arkansas Pine Bluff,H,"W, 86-67",102.1,96.2,73.8,116.6,52.9,20.3,45.2,26.1,90.8,43.1,19,20.5,36.2,66.3,11,4.78,4.78,W,86-67,86,67,19
1423,11/21/23,N,Albany,AE,Army,N,"W, 62-59",93.9,103.8,64.9,95.6,48.1,17,24,26.4,91,38.7,10.8,32.4,27.4,24,4,0.0,3.3,W,62-59,62,59,3
1424,11/21/23,N,Army,Pat,Albany,N,"L, 62-59",84.9,98.4,64.9,91,38.7,10.8,32.4,27.4,95.6,48.1,17,24,26.4,15.4,-4,0.0,1.86,L,62-59,59,62,-3
1425,11/21/23,N,Binghamton,AE,Sacred Heart,A,"L, 89-75",105.3,137.9,67.2,111.6,44.8,10.4,43.2,37.3,132.5,61.9,10.4,29.6,33.9,4.3,-11,0.0,2.7,L,89-75,75,89,-14
1426,11/21/23,N,Sacred Heart,NEC,Binghamton,H,"W, 89-75",126.8,115.3,67.2,132.5,61.9,10.4,29.6,33.9,111.6,44.8,10.4,43.2,37.3,74.9,11,1.41,1.41,W,89-75,89,75,14
1428,11/21/23,N,Davidson,A10,Boston University,H,"W, 69-45",105.2,78.3,62.9,109.7,53.3,14.3,30.3,9.8,71.6,38.4,17.5,16.2,7.1,96.7,14,2.96,2.96,W,69-45,69,45,24
1429,11/21/23,N,Buffalo,MAC,Louisiana,N,"L, 68-60",98.9,110.5,61.9,97,49.1,24.2,38.2,22.2,109.9,47.5,16.2,41.7,28.8,21.7,-5,0.0,4.75,L,68-60,60,68,-8
1431,11/21/23,N,Central Michigan,MAC,Stetson,N,"L, 71-61",95,116.1,59.5,102.5,42.2,10.1,35,10.9,119.3,59.4,16.8,31,22.6,9,-6,0.0,3.4,L,71-61,61,71,-10
1432,11/21/23,N,Stetson,ASun,Central Michigan,N,"W, 71-61",121,113.2,59.5,119.3,59.4,16.8,31,22.6,102.5,42.2,10.1,35,10.9,68.1,6,0.0,4.43,W,71-61,71,61,10
1434,11/21/23,N,Northern Colorado,BSky,Chicago St.,N,"W, 78-77",104.6,110.5,65.2,106.3,53,27.3,44.4,15.2,104.9,57,23.2,34.4,33.3,34.6,3,0.0,3.96,W,78-77,78,77,1
1435,11/21/23,N,Colorado,P12,Florida St.,N,"L, 77-71",92.1,88.7,72.6,86.9,38.2,24.5,36.5,29.2,94.2,54.4,22,15.6,38.6,60.6,-2,0.0,5.23,L,77-71,71,77,-6
1436,11/21/23,N,Florida St.,ACC,Colorado,N,"W, 77-71",99.6,78.4,72.6,94.2,54.4,22,15.6,38.6,86.9,38.2,24.5,36.5,29.2,94,2,0.0,3.85,W,77-71,77,71,6
1438,11/21/23,N,Eastern Michigan,MAC,Detroit Mercy,A,"W, 76-72",120.7,123.5,60.2,126.4,71.6,21.6,23.5,31.8,119.7,60,15,22.7,28,43.3,9,0.0,4.52,W,76-72,76,72,4
1440,11/21/23,N,Loyola Marymount,WCC,FIU,N,"W, 61-60",92.8,93.4,65.2,93.6,43.8,29.2,40,45.8,92.1,44.5,16.9,34.2,9.4,48.2,6,0.0,2.49,W,61-60,61,60,1
1441,11/21/23,N,Fresno St.,MWC,New Mexico St.,N,"W, 81-76",103.3,111.3,66.1,109,54.7,20.2,27.3,58.5,102.3,50.8,16.1,21.2,39,29.9,-3,0.0,4.49,W,81-76,81,76,5
1443,11/21/23,N,Georgia Southern,SB,Northeastern,N,"L, 93-76",109.5,136.1,67.8,112.2,55.7,19.2,37.1,19.7,137.2,68.9,19.2,40,50.9,7.5,-9,0.0,3.64,L,93-76,76,93,-17
1444,11/21/23,N,Northeastern,CAA,Georgia Southern,N,"W, 93-76",127,114.4,67.8,137.2,68.9,19.2,40,50.9,112.2,55.7,19.2,37.1,19.7,76.9,9,0.0,2.47,W,93-76,93,76,17
1445,11/21/23,N,Gonzaga,WCC,Syracuse,N,"W, 76-57",110.4,76.2,71.2,106.7,52.3,25.3,48.6,18.8,80,38.3,18.3,24.4,15.6,98.6,10,0.0,5.17,W,76-57,76,57,19
1446,11/21/23,N,Syracuse,ACC,Gonzaga,N,"L, 76-57",86.4,90.1,71.2,80,38.3,18.3,24.4,15.6,106.7,52.3,25.3,48.6,18.8,38.1,-10,0.0,2.28,L,76-57,57,76,-19
1448,11/21/23,N,UC Riverside,BW,Green Bay,N,"W, 74-68",113.2,109.1,63.8,116.1,53.3,7.8,21.2,20,106.7,60.6,20.4,16.7,15.4,60.5,5,0.0,2.98,W,74-68,74,68,6
1449,11/21/23,N,High Point,BSth,Illinois St.,N,"W, 74-72",115.8,110.7,65.6,112.9,61,22.9,28,30,109.8,46.5,9.2,20,36.8,62.6,5,0.0,4.6,W,74-72,74,72,2
1451,11/21/23,N,Hofstra,CAA,Wright St.,N,"W, 85-76",108.5,102.9,70,121.4,58.5,12.9,25,35.6,108.5,54.5,18.6,22.6,30.4,64.9,-3,0.0,3.32,W,85-76,85,76,9
1453,11/21/23,N,Campbell,CAA,Idaho St.,H,"L, 69-55",85.8,122.2,59.7,92.2,51.1,31.8,38.5,24.4,115.6,48.3,18.4,48.6,25.4,1.7,-11,3.49,3.49,L,69-55,55,69,-14
1455,11/21/23,N,Indiana St.,MVC,Rice,N,"W, 103-88",125.4,106.6,80.1,128.5,62.1,8.7,17.1,40.9,109.8,52.3,22.5,35.1,33.8,86.6,12,0.0,4.86,W,103-88,103,88,15
1456,11/21/23,N,Rice,Amer,Indiana St.,N,"L, 103-88",111.3,114.6,80.1,109.8,52.3,22.5,35.1,33.8,128.5,62.1,8.7,17.1,40.9,41.5,-12,0.0,2.39,L,103-88,88,103,-15
1457,11/21/23,N,Iona,MAAC,Long Beach St.,N,"L, 80-76",96,101.3,78.4,96.9,48.5,23,32.5,27.7,102,53.5,19.1,23.5,52.6,35,-1,0.0,2.55,L,80-76,76,80,-4
1458,11/21/23,N,Long Beach St.,BW,Iona,N,"W, 80-76",98.5,101,78.4,102,53.5,19.1,23.5,52.6,96.9,48.5,23,32.5,27.7,42.6,1,0.0,3.57,W,80-76,80,76,4
1459,11/21/23,N,James Madison,SB,Southern Illinois,N,"W, 82-76",117.1,101.9,71.8,114.2,56.8,16.7,35.3,47.5,105.8,54.1,20.9,21.4,57.1,83.2,5,0.0,3.0,W,82-76,82,76,6
1460,11/21/23,N,Southern Illinois,MVC,James Madison,N,"L, 82-76",110.1,108.4,71.8,105.8,54.1,20.9,21.4,57.1,114.2,56.8,16.7,35.3,47.5,54.3,-5,0.0,3.59,L,82-76,76,82,-6
1461,11/21/23,N,Kansas,B12,Marquette,N,"L, 73-59",93.6,93.6,69.7,84.7,46.3,25.8,29.4,29.6,104.8,50,17.2,33.3,18.8,49.9,-9,0.0,5.18,L,73-59,59,73,-14
1462,11/21/23,N,Marquette,BE,Kansas,N,"W, 73-59",117.9,78.1,69.7,104.8,50,17.2,33.3,18.8,84.7,46.3,25.8,29.4,29.6,99.1,9,0.0,4.68,W,73-59,73,59,14
1463,11/21/23,N,East Carolina,Amer,Kennesaw St.,H,"W, 85-84",101.8,115.8,75.8,112.1,45.2,14.5,40,63.5,110.8,55.1,14.5,29.5,23.2,18.5,-4,3.3,3.3,W,85-84,85,84,1
1465,11/21/23,N,Duke,ACC,La Salle,H,"W, 95-66",125.8,97.3,71.3,133.3,60.4,7,30.3,29.9,92.6,46.6,12.6,11.1,29.3,95,11,3.7,3.7,W,95-66,95,66,29
1466,11/21/23,N,La Salle,A10,Duke,A,"L, 95-66",108.1,111,71.3,92.6,46.6,12.6,11.1,29.3,133.3,60.4,7,30.3,29.9,42.5,-11,0.0,3.34,L,95-66,66,95,-29
1469,11/21/23,N,Lehigh,Pat,Monmouth,A,"L, 88-79",110.3,118.9,72.2,109.5,51.6,18,35.9,33.9,121.9,63.6,22.2,34.5,47.3,29.7,-2,0.0,3.42,L,88-79,79,88,-9
1471,11/21/23,N,Columbia,Ivy,LIU,H,"W, 77-67",98.3,100.3,74.8,102.9,49,18.7,26.5,78,89.5,46,21.4,23.1,20.6,44.3,10,1.61,1.61,W,77-67,77,67,10
1473,11/21/23,N,Marist,MAAC,New Hampshire,A,"L, 74-71",102,117.3,68.3,104,54.4,16.1,14.3,17.5,108.4,55,16.1,18.8,54,16.6,-5,0.0,4.48,L,74-71,71,74,-3
1474,11/21/23,N,New Hampshire,AE,Marist,H,"W, 74-71",114.3,112.8,68.3,108.4,55,16.1,18.8,54,104,54.4,16.1,14.3,17.5,53.6,5,2.06,2.06,W,74-71,74,71,3
1475,11/21/23,N,Marshall,SB,Oakland,N,"L, 78-71",94.7,99.9,75.7,93.9,41.8,17.2,35.4,19.2,103.1,47.9,13.2,29.5,19.4,35,-4,0.0,4.89,L,78-71,71,78,-7
1476,11/21/23,N,Oakland,Horz,Marshall,N,"W, 78-71",102.3,98.9,75.7,103.1,47.9,13.2,29.5,19.4,93.9,41.8,17.2,35.4,19.2,59.6,4,0.0,2.53,W,78-71,78,71,7
1477,11/21/23,N,McNeese St.,Slnd,Texas St.,N,"W, 59-48",104.9,89.9,57.5,102.7,52,19.1,34.4,27.5,83.5,44.8,24.4,28.1,18.8,85.5,5,0.0,3.24,W,59-48,59,48,11
1480,11/21/23,N,Siena,MAAC,Milwaukee,N,"L, 61-59",88.1,95.2,63.1,93.5,46.5,25.3,47.4,26.3,96.6,42.4,14.3,28.2,25.4,29.1,0,0.0,3.17,L,61-59,59,61,-2
1482,11/21/23,N,Radford,BSth,Morgan St.,N,"W, 82-72",107.4,111,70.8,115.8,59.2,15.5,26.5,30,101.7,45.2,17,30.8,30.6,40.6,6,0.0,2.33,W,82-72,82,72,10
1483,11/21/23,N,New Mexico,MWC,Toledo,N,"W, 92-84",106.3,98.2,82.1,112,52.2,18.3,39.5,39.7,102.3,57.9,20.7,6.7,42.1,71.3,2,0.0,4.33,W,92-84,92,84,8
1484,11/21/23,N,Toledo,MAC,New Mexico,N,"L, 92-84",114.2,102.2,82.1,102.3,57.9,20.7,6.7,42.1,112,52.2,18.3,39.5,39.7,78.2,-2,0.0,5.71,L,92-84,84,92,-8
1486,11/21/23,N,The Citadel,SC,North Carolina Centr,N,"W, 67-61",100.7,99.1,62.2,107.8,47.5,12.9,31.6,18.3,98.1,47.1,16.1,21.9,32.7,54.4,3,0.0,2.42,W,67-61,67,61,6
1487,11/21/23,N,Hawaii,BW,Northern Arizona,H,"W, 70-61",91,92.9,71.7,97.6,43.8,19.5,29.4,48.2,85.1,47.3,23.7,28.6,32.7,44.2,5,4.92,4.92,W,70-61,70,61,9
1488,11/21/23,N,Northern Arizona,BSky,Hawaii,A,"L, 70-61",86.7,97.3,71.7,85.1,47.3,23.7,28.6,32.7,97.6,43.8,19.5,29.4,48.2,21.1,-5,0.0,4.02,L,70-61,61,70,-9
1489,11/21/23,N,Pepperdine,WCC,UC Irvine,N,"L, 76-60",99.3,107,66.5,90.3,46.1,16.5,23.7,49,114.3,56.7,21.1,41.2,28.3,29.8,-4,0.0,2.57,L,76-60,60,76,-16
1490,11/21/23,N,UC Irvine,BW,Pepperdine,N,"W, 76-60",107.5,93.6,66.5,114.3,56.7,21.1,41.2,28.3,90.3,46.1,16.5,23.7,49,83.1,4,0.0,3.11,W,76-60,76,60,16
1491,11/21/23,N,Eastern Kentucky,ASun,Prairie View A&M,H,"L, 76-64",84.2,121.1,71.2,89.9,39.6,18.3,41.2,38.8,106.8,46.2,11.2,27.3,32.3,1.5,-6,2.64,2.64,L,76-64,64,76,-12
1493,11/21/23,N,Purdue,B10,Tennessee,N,"W, 71-67",111.5,83.8,73.5,96.6,38.9,21.8,44.7,88.9,91.1,40.4,13.6,27,52.6,96.4,1,0.0,4.54,W,71-67,71,67,4
1494,11/21/23,N,Tennessee,SEC,Purdue,N,"L, 71-67",102.9,80,73.5,91.1,40.4,13.6,27,52.6,96.6,38.9,21.8,44.7,88.9,94.7,-1,0.0,4.74,L,71-67,67,71,-4
1495,11/21/23,N,Richmond,A10,UNLV,N,"W, 82-65",135.1,93.7,64.2,127.7,68.2,14,18.2,18.2,101.2,44.4,12.5,30.8,19.4,98.5,13,0.0,3.58,W,82-65,82,65,17
1496,11/21/23,N,UNLV,MWC,Richmond,N,"L, 82-65",107.9,127.4,64.2,101.2,44.4,12.5,30.8,19.4,127.7,68.2,14,18.2,18.2,12.9,-13,0.0,3.59,L,82-65,65,82,-17
1498,11/21/23,N,Southern Utah,WAC,Louisiana Tech,A,"L, 67-53",88.3,102.7,63.5,83.4,37.3,17.3,30.2,23.7,105.5,50,15.7,29,47.1,14.9,-10,0.0,4.05,L,67-53,53,67,-14
